"","id","parent","sex","birth_year","working_status","cit","acom4c","town_size","quality_life","citizen_status","education_level","ireg"
"1738",5134282,2,1,1973,8,1,2,7,2,4,4,8
"1739",5134301,1,1,1967,1,1,0,5,1,2,3,16
"1740",5134302,2,2,1969,16,1,0,7,2,4,4,16
"1741",5134371,1,2,1972,19,1,2,5,1,2,4,19
"1742",5134372,2,1,1964,19,1,2,7,1,2,4,19
"1743",5134421,1,2,1962,5,1,0,3,1,1,2,5
"1744",5134422,3,1,1960,5,1,0,3,1,1,2,5
"1745",5134491,1,2,1973,20,1,0,5,1,2,3,20
"1746",5134492,2,1,1970,20,1,0,5,3,7,5,20
"1747",513511,1,1,1954,10,1,0,4,1,1,2,10
"1748",513512,4,1,1928,10,1,0,2,3,6,5,10
"1749",513513,4,2,1932,10,1,0,2,3,6,5,10
"1750",513521,1,2,1953,15,1,0,4,3,7,5,10
"1751",513522,2,1,1949,10,1,0,5,3,6,5,10
"1752",513631,1,2,1933,10,1,0,2,3,6,5,10
"1753",514441,1,1,1952,3,1,2,3,3,6,5,5
"1754",514442,2,2,1951,5,1,2,3,3,6,5,5
"1755",514443,6,2,1981,5,1,2,7,2,5,3,5
"1756",514671,1,1,1932,5,1,0,2,3,6,5,5
"1757",514672,2,2,1931,5,1,0,2,3,6,5,5
"1758",515441,1,1,1950,7,1,1,4,2,5,4,5
"1759",515442,2,2,1943,5,1,1,3,3,6,5,5
"1760",517191,1,1,1926,7,1,1,7,3,6,5,7
"1761",517331,1,1,1940,5,1,0,3,3,6,5,5
"1762",517332,2,2,1939,5,1,0,2,3,6,5,5
"1763",517921,1,2,1924,4,1,2,2,3,6,5,4
"1764",518951,1,1,1941,4,1,0,2,3,6,5,4
"1765",518952,2,2,1940,4,1,0,2,3,7,5,4
"1766",519001,1,1,1938,4,1,0,3,3,6,5,4
"1767",519002,2,2,1942,4,1,0,2,3,7,5,4
"1768",524001,1,1,1942,17,1,2,2,3,6,5,17
"1769",524551,1,1,1936,10,1,0,2,3,6,5,10
"1770",524781,1,1,1951,16,1,2,5,1,2,3,16
"1771",525051,1,2,1967,17,1,2,3,3,7,5,17
"1772",525052,2,1,1965,17,1,2,3,1,2,3,17
"1773",527001,1,2,1960,16,1,2,2,3,7,5,16
"1774",527002,2,1,1943,16,1,2,3,3,6,5,16
"1775",527003,6,2,1989,16,1,2,5,3,7,5,16
"1776",527161,1,1,1927,14,1,0,2,3,6,5,14
"1777",527162,2,2,1930,14,1,0,2,3,6,5,14
"1778",527181,1,2,1956,14,1,0,2,2,5,1,14
"1779",527182,7,2,1981,14,1,0,5,1,2,3,14
"1780",527331,1,1,1932,16,1,2,2,3,6,5,16
"1781",527361,1,2,1965,16,1,2,5,3,7,5,16
"1782",527362,4,1,1925,16,1,2,2,3,6,5,16
"1783",527363,4,2,1925,16,1,2,2,3,6,5,16
"1784",527364,11,1,1945,16,1,2,2,3,6,5,16
"1785",529851,1,2,1958,8,1,1,5,1,1,3,8
"1786",529852,7,1,1983,8,1,1,7,2,4,4,8
"1787",530061,1,1,1943,8,1,2,3,3,6,5,8
"1788",530062,2,2,1942,8,1,2,3,3,6,5,8
"1789",530081,1,1,1958,8,1,2,5,1,2,2,8
"1790",530082,2,2,1963,8,1,2,4,1,2,4,8
"1791",530281,1,2,1942,5,1,2,2,3,6,5,5
"1792",530811,1,1,1930,8,1,2,2,3,6,5,8
"1793",530812,7,1,1970,8,1,2,3,2,5,4,8
"1794",530851,1,1,1968,15,1,2,3,1,1,2,8
"1795",530852,2,2,1970,15,1,2,3,1,1,2,8
"1796",530861,1,1,1956,15,1,2,5,1,2,3,8
"1797",531081,1,1,1950,8,1,2,3,3,6,5,8
"1798",531082,2,2,1955,8,1,2,5,1,2,2,8
"1799",531091,1,2,1932,13,1,2,2,3,6,5,8
"1800",532021,1,1,1950,5,1,2,3,3,6,5,5
"1801",532022,2,2,1956,5,1,2,3,1,1,3,5
"1802",532251,1,1,1947,3,1,1,5,3,6,5,8
"1803",532252,2,2,1948,NA,1,1,7,1,2,3,8
"1804",532341,1,1,1946,11,1,2,4,3,6,5,8
"1805",532342,2,2,1947,15,1,2,4,3,6,5,8
"1806",533731,1,1,1945,11,1,2,5,3,6,5,11
"1807",533732,2,2,1953,NA,1,2,5,1,2,2,11
"1808",533801,1,2,1932,11,1,2,2,3,6,5,11
"1809",533802,7,1,1961,11,1,2,5,1,1,2,11
"1810",535201,1,1,1948,3,1,2,3,3,6,5,11
"1811",535491,1,1,1943,11,1,1,3,3,6,5,11
"1812",535492,2,2,1948,11,1,1,3,3,6,5,11
"1813",535493,6,1,1977,11,1,1,8,1,2,4,11
"1814",535521,1,2,1955,11,1,0,3,1,1,4,11
"1815",535641,1,1,1930,11,1,1,7,3,6,5,11
"1816",535642,2,2,1936,11,1,1,3,3,6,5,11
"1817",535961,1,1,1964,11,1,0,3,1,1,1,11
"1818",536661,1,1,1966,3,1,0,3,1,1,4,3
"1819",537411,1,2,1928,3,1,2,3,3,6,5,3
"1820",537511,1,2,1965,3,1,2,4,1,2,4,3
"1821",538491,1,1,1937,3,1,0,3,3,6,5,3
"1822",538492,2,2,1945,5,1,0,2,3,7,5,3
"1823",538493,6,1,1967,3,1,0,3,2,5,2,3
"1824",538711,1,2,1952,18,1,2,3,1,2,3,3
"1825",538713,6,1,1981,3,1,2,4,1,1,4,3
"1826",539971,1,1,1926,13,1,2,7,3,6,5,3
"1827",539972,2,2,1934,NA,1,2,5,3,6,5,3
"1828",541431,1,1,1931,3,1,2,5,3,6,5,3
"1829",541432,2,2,1937,3,1,2,3,3,6,5,3
"1830",54161,1,2,1958,20,1,2,2,1,1,4,8
"1831",54162,7,2,1979,8,1,2,5,1,1,4,8
"1832",54163,7,2,1991,8,1,2,4,1,1,4,8
"1833",542791,1,2,1960,3,1,2,7,1,2,3,3
"1834",546831,1,1,1937,9,1,0,2,3,6,5,9
"1835",546832,2,2,1940,9,1,0,2,3,6,5,9
"1836",546941,1,1,1942,9,1,1,3,3,6,5,9
"1837",547631,1,2,1967,19,1,2,5,3,7,5,7
"1838",547632,2,1,1963,7,1,2,3,2,5,4,7
"1839",549491,1,2,1950,9,1,2,5,2,5,3,9
"1840",549492,7,2,1985,9,1,2,5,1,2,3,9
"1841",549493,7,2,1987,9,1,2,5,1,1,4,9
"1842",550941,1,1,1948,13,1,2,3,3,6,5,13
"1843",550942,2,2,1960,13,1,2,5,1,2,3,13
"1844",550943,6,1,1986,13,1,2,7,3,7,5,13
"1845",551041,1,2,1962,13,1,2,2,3,6,5,13
"1846",551042,7,1,1981,13,1,2,7,1,2,4,13
"1847",551043,7,1,1985,13,1,2,6,1,2,3,13
"1848",551471,1,2,1945,9,1,2,2,3,6,5,9
"1849",551472,2,1,1929,9,1,2,2,3,6,5,9
"1850",552091,1,2,1919,13,1,2,1,3,6,5,13
"1851",553001,1,2,1926,13,1,0,1,3,6,5,13
"1852",553081,1,1,1926,13,1,1,3,3,6,5,13
"1853",553331,1,2,1964,1,1,2,5,3,7,5,1
"1854",553332,2,1,1963,1,1,2,5,1,2,2,1
"1855",553491,1,1,1943,15,1,2,4,3,6,5,15
"1856",554251,1,1,1969,15,1,2,7,2,4,4,15
"1857",554252,4,2,1932,15,1,2,2,3,6,5,15
"1858",554301,1,1,1960,15,1,2,7,3,7,5,15
"1859",554302,4,2,1930,15,1,2,5,3,6,5,15
"1860",556361,1,1,1955,15,1,0,5,1,2,3,15
"1861",556362,2,2,1958,15,1,0,6,1,2,3,15
"1862",556366,5,2,1924,15,1,0,2,3,6,5,15
"1863",557741,1,2,1953,17,1,0,2,3,6,5,17
"1864",557742,7,1,1974,9,1,0,5,1,1,2,17
"1865",557991,1,1,1951,17,1,0,5,2,4,4,17
"1866",557992,2,2,1956,17,1,0,5,1,2,3,17
"1867",562511,1,2,1932,12,1,0,2,3,6,5,12
"1868",562512,7,2,1965,12,1,0,5,1,1,2,12
"1869",562621,1,2,1931,13,1,2,2,3,6,5,12
"1870",562701,1,1,1937,15,1,2,2,3,6,5,12
"1871",562703,6,2,1971,12,1,2,3,1,1,4,12
"1872",564651,1,1,1950,10,1,1,3,3,6,5,10
"1873",565291,1,1,1946,12,1,2,5,3,6,5,12
"1874",565631,1,1,1935,10,1,0,2,3,6,5,10
"1875",565632,2,2,1937,10,1,0,1,3,6,5,10
"1876",565721,1,2,1943,10,1,0,2,3,6,5,10
"1877",565771,1,1,1941,10,1,0,3,3,6,5,10
"1878",565821,1,2,1963,10,1,0,4,1,1,2,10
"1879",565822,2,1,1956,10,1,0,3,1,1,4,10
"1880",566031,1,1,1964,8,1,2,3,1,1,4,10
"1881",566032,2,2,1968,10,1,2,3,2,5,4,10
"1882",566033,6,1,1990,10,1,2,5,1,1,3,10
"1883",566101,1,2,1928,10,1,2,2,3,6,5,10
"1884",566102,11,1,1935,10,1,2,2,3,6,5,10
"1885",566241,1,1,1950,10,1,2,5,1,2,3,10
"1886",566242,2,2,1944,NA,1,2,7,3,6,5,10
"1887",566561,1,2,1962,10,1,0,5,2,4,2,10
"1888",566562,2,1,1966,8,1,0,5,1,2,3,10
"1889",566564,14,2,1930,10,1,0,2,3,6,5,10
"1890",566581,1,1,1964,10,1,0,3,2,5,4,10
"1891",566582,4,2,1937,10,1,0,2,3,6,5,10
"1892",566771,1,2,1930,11,1,2,3,3,6,5,10
"1893",566772,2,1,1936,10,1,2,5,3,6,5,10
"1894",566773,6,1,1968,10,1,2,7,1,2,3,10
"1895",566801,1,1,1937,13,1,2,3,3,6,5,10
"1896",566861,1,1,1958,10,1,2,5,1,1,4,10
"1897",566862,2,2,1965,10,1,2,3,1,1,4,10
"1898",566863,6,2,1988,10,1,2,5,1,1,2,10
"1899",567011,1,1,1930,10,1,0,1,3,6,5,10
"1900",567211,1,2,1959,10,1,1,3,1,1,4,10
"1901",567212,2,1,1955,10,1,1,3,3,6,5,10
"1902",567213,5,2,1925,10,1,1,1,3,6,5,10
"1903",567214,6,2,1984,10,1,1,5,1,1,4,10
"1904",567611,1,1,1941,10,1,2,3,3,6,5,10
"1905",567612,2,2,1947,10,1,2,2,3,6,5,10
"1906",567613,8,1,1969,10,1,2,3,2,5,4,10
"1907",567614,6,2,1970,10,1,2,7,1,2,3,10
"1908",567621,1,1,1943,10,1,2,2,3,6,5,10
"1909",567623,6,1,1989,10,1,2,5,1,2,1,10
"1910",569261,1,1,1920,19,1,2,5,3,6,5,19
"1911",569262,2,2,1928,19,1,2,2,3,6,5,19
"1912",570271,1,1,1964,19,1,2,3,2,5,4,19
"1913",570272,2,2,1964,19,1,2,5,1,2,3,19
"1914",570421,1,1,1946,19,1,2,2,3,6,5,19
"1915",570424,6,1,1977,19,1,2,2,1,1,1,19
"1916",570431,1,2,1959,19,1,2,2,3,7,5,19
"1917",570432,2,1,1954,19,1,2,1,1,1,4,19
"1918",570435,5,1,1924,19,1,2,1,3,6,5,19
"1919",570861,1,1,1958,19,1,1,5,1,3,3,19
"1920",571381,1,1,1947,19,1,2,7,3,6,5,19
"1921",571382,2,2,1950,19,1,2,7,1,2,3,19
"1922",572171,1,2,1931,18,1,2,2,3,7,5,18
"1923",572172,2,1,1924,18,1,2,2,3,6,5,18
"1924",572321,1,2,1958,19,1,2,3,3,6,5,19
"1925",572322,7,1,1987,19,1,2,3,3,7,5,19
"1926",573741,1,2,1948,7,1,2,7,3,6,5,7
"1927",575461,1,1,1961,11,1,2,5,1,2,4,11
"1928",575462,2,2,1963,11,1,2,5,1,2,2,11
"1929",575471,1,1,1948,11,1,2,1,3,6,5,11
"1930",575473,6,1,1979,11,1,2,3,1,1,4,11
"1931",576091,1,2,1943,10,1,0,5,3,6,5,10
"1932",576092,2,1,1931,10,1,0,2,3,6,5,10
"1933",576093,6,1,1977,10,1,0,5,1,2,2,10
"1934",576151,1,2,1944,NA,1,0,3,3,7,5,10
"1935",576152,2,1,1937,10,1,0,4,3,6,5,10
"1936",576161,1,1,1947,10,1,0,4,3,6,5,10
"1937",576162,2,2,1949,10,1,0,5,3,6,5,10
"1938",576211,1,2,1959,10,1,0,5,1,2,4,10
"1939",576212,2,1,1950,10,1,0,5,3,6,5,10
"1940",576701,1,2,1953,19,1,3,5,1,2,4,19
"1941",576702,7,2,1972,19,1,3,7,1,2,4,19
"1942",576703,14,1,1972,19,1,3,7,1,2,4,19
"1943",577791,1,2,1954,19,1,3,2,3,7,5,19
"1944",577792,2,1,1950,19,1,3,3,3,6,5,19
"1945",579111,1,2,1966,9,1,2,5,1,2,4,9
"1946",579112,2,1,1961,9,1,2,5,1,2,2,9
"1947",579621,1,1,1956,8,1,2,5,1,2,4,8
"1948",579622,2,2,1959,8,1,2,7,1,2,3,8
"1949",580421,1,2,1945,8,1,2,7,1,2,1,8
"1950",580531,1,1,1966,8,1,2,5,1,2,2,8
"1951",580551,1,1,1964,8,1,2,3,1,2,4,8
"1952",580552,2,2,1965,11,1,2,5,1,2,4,8
"1953",583661,1,2,1944,9,1,2,5,3,6,5,9
"1954",600781,1,1,1957,15,1,2,3,3,7,5,15
"1955",6102061,1,1,1950,16,1,3,3,2,5,2,1
"1956",6102062,2,2,1946,13,1,3,3,3,6,5,1
"1957",6103751,1,1,1937,5,1,3,2,3,6,5,1
"1958",6103752,2,2,1936,18,1,3,3,3,6,5,1
"1959",6103981,1,1,1941,12,1,3,5,3,6,5,1
"1960",6106581,1,1,1944,1,1,3,5,3,6,5,1
"1961",6106582,2,2,1948,1,1,3,5,3,6,5,1
"1962",6109801,1,2,1935,3,1,2,5,3,6,5,3
"1963",6109802,2,1,1929,3,1,2,3,3,6,5,3
"1964",6111671,1,1,1964,15,1,2,3,1,1,3,3
"1965",6114121,1,1,1959,3,1,2,8,1,3,3,3
"1966",6114122,2,2,1959,3,1,2,8,1,3,3,3
"1967",6114411,1,1,1957,16,1,2,3,1,1,4,3
"1968",6114412,2,2,1960,3,1,2,5,1,2,2,3
"1969",6114531,1,1,1939,3,1,2,5,3,6,5,3
"1970",6115121,1,2,1936,9,1,1,2,3,7,5,9
"1971",6115122,2,1,1936,9,1,1,2,3,6,5,9
"1972",6116141,1,1,1967,9,1,2,3,1,1,4,9
"1973",6116142,2,2,1968,9,1,2,5,1,2,2,9
"1974",6116991,1,2,1957,5,1,2,4,1,1,3,6
"1975",6117471,1,2,1931,9,1,2,2,3,6,5,9
"1976",6117621,1,1,1928,9,1,2,2,3,6,5,9
"1977",6117622,7,2,1965,9,1,2,3,3,6,5,9
"1978",6117741,1,1,1950,9,1,2,7,3,6,5,9
"1979",6117742,3,2,1964,14,1,2,7,1,3,3,9
"1980",6119931,1,1,1950,19,1,2,3,1,2,3,8
"1981",6119932,2,2,1953,8,1,2,3,1,2,3,8
"1982",6120111,1,2,1952,5,1,2,5,3,6,5,8
"1983",6120112,2,1,1953,8,1,2,3,1,1,2,8
"1984",6122341,1,1,1945,8,1,2,3,3,6,5,8
"1985",6122342,2,2,1951,8,1,2,3,3,6,5,8
"1986",6122691,1,2,1969,17,1,2,5,2,4,4,8
"1987",6124021,1,1,1968,18,1,2,7,1,2,3,8
"1988",6124231,1,1,1954,15,1,2,5,1,2,4,8
"1989",6124232,2,2,1956,15,1,2,5,1,2,4,8
"1990",6124831,1,1,1925,8,1,2,1,3,6,5,8
"1991",6125471,1,2,1966,8,1,2,7,1,2,4,8
"1992",6125472,2,1,1966,8,1,2,5,1,2,3,8
"1993",6133191,1,1,1956,9,1,2,5,1,3,4,9
"1994",6133192,2,2,1960,9,1,2,3,1,2,4,9
"1995",6134881,1,2,1927,9,1,2,2,3,7,5,9
"1996",6134882,2,1,1923,9,1,2,7,3,6,5,9
"1997",6135351,1,1,1944,9,1,2,5,2,4,4,9
"1998",6136051,1,2,1933,15,1,2,7,3,6,5,5
"1999",6136211,1,2,1939,5,1,2,2,3,6,5,5
"2000",6136241,1,2,1918,5,1,2,2,3,6,5,5
"2001",6136242,11,2,1926,5,1,2,2,3,6,5,5
"2002",6136971,1,2,1939,3,1,2,2,3,6,5,3
"2003",6138251,1,2,1942,13,1,2,2,3,6,5,3
"2004",6140681,1,2,1931,18,1,2,1,3,6,5,18
"2005",6140941,1,1,1933,18,1,2,5,3,6,5,18
"2006",6146601,1,2,1955,19,1,3,3,1,2,4,19
"2007",6146831,1,1,1954,9,1,3,7,3,6,5,19
"2008",6146832,2,2,1954,19,1,3,7,1,2,3,19
"2009",6147831,1,2,1941,15,1,3,7,3,6,5,19
"2010",6153091,1,1,1933,9,1,1,2,3,6,5,9
"2011",6153092,2,2,1934,9,1,1,2,3,6,5,9
"2012",6153991,1,1,1960,19,1,2,3,1,3,4,9
"2013",6153993,7,1,1986,9,1,2,5,1,3,4,9
"2014",6155051,1,1,1925,5,1,2,3,3,6,5,1
"2015",6156621,1,1,1939,8,1,2,5,3,6,5,8
"2016",6157511,1,1,1926,9,1,2,7,3,6,5,9
"2017",6159861,1,1,1939,18,1,2,2,3,6,5,1
"2018",6160161,1,2,1938,1,1,2,2,3,6,5,1
"2019",6160162,2,1,1935,1,1,2,2,3,6,5,1
"2020",6160321,1,2,1959,1,1,2,3,1,2,3,1
"2021",6160322,2,1,1964,20,1,2,3,1,1,4,1
"2022",6160781,1,2,1928,1,1,2,2,3,6,5,1
"2023",6160782,7,1,1949,1,1,2,7,3,6,5,1
"2024",6161111,1,2,1920,8,1,2,2,3,6,5,8
"2025",6161911,1,2,1938,8,1,2,4,3,6,5,8
"2026",6163131,1,1,1958,8,1,2,5,1,3,4,8
"2027",6163132,2,2,1958,8,1,2,7,1,2,3,8
"2028",6163811,1,1,1932,3,1,2,3,3,6,5,3
"2029",6163812,2,2,1937,3,1,2,3,3,6,5,3
"2030",6170191,1,1,1958,3,1,2,3,1,1,2,3
"2031",6170192,2,2,1965,3,1,2,3,1,1,2,3
"2032",6170231,1,1,1958,3,1,2,5,1,2,4,3
"2033",6170232,2,2,1962,20,1,2,4,1,2,4,3
"2034",6170233,6,1,1987,3,1,2,5,1,2,2,3
"2035",6170891,1,2,1958,3,1,2,3,3,7,5,3
"2036",6170892,2,1,1950,3,1,2,2,1,1,2,3
"2037",6172311,1,2,1942,11,1,0,2,3,6,5,11
"2038",6172312,2,1,1937,11,1,0,2,3,6,5,11
"2039",6173981,1,1,1941,3,1,3,8,1,3,3,3
"2040",6173982,2,2,1963,NA,1,3,8,1,3,3,3
"2041",6174361,1,2,1937,3,1,3,2,3,6,5,3
"2042",6176371,1,1,1932,3,1,3,5,3,6,5,3
"2043",6176372,2,2,1933,3,1,3,3,3,6,5,3
"2044",6179021,1,2,1947,3,1,3,6,3,7,5,3
"2045",6179022,2,1,1949,3,1,3,7,3,6,5,3
"2046",6180791,1,1,1953,18,1,2,5,3,7,5,3
"2047",6180792,2,2,1954,16,1,2,4,3,7,5,3
"2048",6180793,6,1,1984,3,1,2,5,1,2,4,3
"2049",6181641,1,1,1965,8,1,2,5,1,2,4,8
"2050",6181642,2,2,1965,8,1,2,5,1,1,4,8
"2051",6182721,1,2,1934,15,1,1,1,3,6,5,8
"2052",6187551,1,1,1939,5,1,1,3,3,6,5,5
"2053",6187552,2,2,1941,5,1,1,3,3,6,5,5
"2054",6190381,1,1,1930,15,1,3,1,3,6,5,15
"2055",6190601,1,2,1925,15,1,3,2,3,6,5,15
"2056",6191701,1,2,1935,15,1,3,2,3,6,5,15
"2057",6191702,7,1,1964,15,1,3,3,1,1,4,15
"2058",6193961,1,2,1959,15,1,3,2,3,7,5,15
"2059",6193962,2,1,1954,15,1,3,2,1,2,4,15
"2060",6194561,1,2,1952,15,1,3,5,2,4,4,15
"2061",6194571,1,1,1959,15,1,3,5,3,6,5,15
"2062",6198071,1,1,1964,1,1,2,3,1,1,4,1
"2063",6198072,2,2,1965,19,1,2,3,1,1,4,1
"2064",6201791,1,2,1963,6,1,0,4,1,1,2,6
"2065",6204811,1,1,1957,9,1,1,3,1,2,2,8
"2066",6204812,2,2,1958,8,1,1,5,2,4,4,8
"2067",6204813,6,2,1988,8,1,1,5,2,5,4,8
"2068",6205031,1,2,1949,8,1,1,4,3,6,5,8
"2069",6205032,2,1,1946,8,1,1,4,3,6,5,8
"2070",6205931,1,2,1929,16,1,2,2,3,6,5,16
"2071",6205932,7,1,1973,16,1,2,5,3,6,5,16
"2072",6206491,1,2,1948,3,1,2,5,3,6,5,3
"2073",6206492,2,1,1944,3,1,2,7,3,6,5,3
"2074",6206493,7,1,1976,3,1,2,7,1,2,3,3
"2075",6208051,1,1,1951,5,1,1,5,1,2,3,5
"2076",6208052,2,2,1949,5,1,1,5,2,5,1,5
"2077",6208053,6,1,1982,5,1,1,5,1,2,4,5
"2078",6208291,1,2,1968,3,1,1,7,1,2,3,5
"2079",6208581,1,1,1958,5,1,1,3,1,2,3,5
"2080",6208582,2,2,1958,5,1,1,5,1,2,4,5
"2081",6208583,6,2,1986,5,1,1,6,1,2,3,5
"2082",6208621,1,1,1946,5,1,1,5,1,3,2,5
"2083",6208623,6,2,1975,5,1,1,5,1,2,3,5
"2084",6216851,1,2,1966,7,1,0,4,1,2,3,7
"2085",6216852,2,1,1969,7,1,0,4,2,5,4,7
"2086",6216853,7,2,1991,7,1,0,3,1,1,4,7
"2087",6217351,1,2,1953,12,1,0,2,3,7,5,12
"2088",6217352,2,1,1951,12,1,0,3,3,6,5,12
"2089",6217353,6,2,1979,12,1,0,4,1,2,4,12
"2090",6217354,6,1,1980,12,1,0,4,1,1,4,12
"2091",6217621,1,1,1928,12,1,0,2,3,6,5,12
"2092",6217622,2,2,1933,15,1,0,1,3,6,5,12
"2093",6217661,1,2,1954,12,1,0,4,1,2,3,12
"2094",6217662,4,1,1920,12,1,0,2,3,6,5,12
"2095",6217731,1,2,1961,12,1,0,3,3,7,5,12
"2096",6219991,1,1,1925,19,1,2,2,3,6,5,19
"2097",6220311,1,1,1930,19,1,2,2,3,6,5,19
"2098",6220341,1,1,1959,19,1,2,7,1,2,3,19
"2099",6220631,1,2,1938,19,1,2,2,3,6,5,19
"2100",6220632,7,1,1956,19,1,2,3,1,1,4,19
"2101",6220711,1,1,1968,19,1,2,5,2,5,4,19
"2102",6222281,1,1,1949,8,1,0,4,3,6,5,8
"2103",6222282,2,2,1952,8,1,0,4,1,1,2,8
"2104",6223061,1,2,1953,17,1,1,2,3,6,5,1
"2105",6227071,1,2,1952,18,1,1,2,3,7,5,1
"2106",6227072,2,1,1945,5,1,1,2,3,6,5,1
"2107",6227073,6,2,1972,1,1,1,5,1,1,3,1
"2108",6227171,1,2,1935,20,1,1,2,3,6,5,1
"2109",6229151,1,1,1939,16,1,0,5,2,4,4,16
"2110",6229152,2,2,1941,16,1,0,5,3,7,5,16
"2111",6232501,1,2,1977,16,1,2,5,3,7,5,16
"2112",6232502,2,1,1974,16,1,2,3,1,1,4,16
"2113",6232771,1,1,1951,16,1,2,4,2,5,4,16
"2114",6232811,1,1,1948,16,1,2,4,3,6,5,16
"2115",6232813,6,1,1983,16,1,2,3,2,5,4,16
"2116",6233001,1,2,1966,16,1,2,3,3,7,5,16
"2117",6233002,2,1,1959,16,1,2,3,1,1,2,16
"2118",6233051,1,1,1960,16,1,2,3,1,1,4,16
"2119",6236061,1,2,1957,18,1,1,2,1,1,1,3
"2120",6236062,2,1,1950,18,1,1,2,2,5,4,3
"2121",6236063,6,1,1982,3,1,1,5,1,3,2,3
"2122",6236141,1,2,1958,19,1,2,2,3,7,5,19
"2123",6236142,2,1,1952,19,1,2,3,1,1,4,19
"2124",6236192,4,2,1934,19,1,2,2,3,6,5,19
"2125",6239611,1,1,1934,3,1,2,3,3,6,5,3
"2126",6240171,1,2,1923,1,1,0,2,3,6,5,1
"2127",6243891,1,2,1957,19,1,1,3,1,1,2,1
"2128",6243892,7,1,1979,1,1,1,3,3,7,5,1
"2129",6243893,7,2,2000,1,1,1,1,3,7,5,1
"2130",6244001,1,1,1950,1,1,1,3,3,6,5,1
"2131",6244221,1,1,1930,5,1,0,2,3,6,5,5
"2132",6244222,2,2,1931,5,1,0,2,3,6,5,5
"2133",6247441,1,2,1962,8,1,2,5,1,2,4,8
"2134",6247442,2,1,1959,8,1,2,5,1,3,3,8
"2135",6247443,6,1,1990,8,1,2,5,1,1,2,8
"2136",6247811,1,1,1958,16,1,0,5,1,1,2,16
"2137",6248041,1,1,1969,16,1,0,5,3,7,5,16
"2138",6251931,1,1,1940,20,1,1,7,3,6,5,20
"2139",6251932,2,2,1932,20,1,1,7,3,6,5,20
"2140",6253041,1,1,1938,6,1,1,5,3,6,5,1
"2141",6255091,1,1,1956,18,1,2,3,3,6,5,18
"2142",6255131,1,1,1920,18,1,2,2,3,6,5,18
"2143",6255361,1,2,1955,18,1,2,5,2,5,4,18
"2144",6255381,1,1,1939,18,1,2,7,3,6,5,18
"2145",6256411,1,1,1946,3,1,1,3,3,6,5,8
"2146",6256412,2,2,1953,3,1,1,5,1,2,3,8
"2147",6256511,1,1,1948,8,1,1,3,2,5,4,8
"2148",6256512,2,2,1954,8,1,1,3,1,1,4,8
"2149",6256941,1,1,1937,5,1,2,7,3,6,5,5
"2150",6258031,1,1,1939,11,1,0,2,3,6,5,11
"2151",6258032,2,2,1945,11,1,0,2,3,6,5,11
"2152",6258371,1,2,1963,11,1,0,7,1,2,3,11
"2153",6258372,2,1,1960,11,1,0,5,2,5,4,11
"2154",6259261,1,1,1961,16,1,2,7,1,2,3,16
"2155",6259831,1,1,1952,18,1,2,5,1,2,3,18
"2156",6259832,2,2,1954,16,1,2,5,1,2,3,18
"2157",6259834,6,2,1983,18,1,2,5,1,2,4,18
"2158",6260011,1,1,1953,18,1,2,3,3,6,5,18
"2159",6260301,1,2,1949,18,1,2,3,3,6,5,18
"2160",6261621,1,1,1952,19,1,1,6,1,2,3,19
"2161",6261781,1,1,1951,19,1,1,3,1,2,3,19
"2162",6261891,1,2,1933,19,1,1,1,3,6,5,19
"2163",6262401,1,1,1935,5,1,0,2,3,6,5,5
"2164",6262591,1,1,1956,5,1,0,5,2,4,2,5
"2165",6262593,6,2,1984,5,1,0,7,1,2,2,5
"2166",6262881,1,1,1960,5,1,0,2,1,1,3,5
"2167",6262882,2,2,1966,5,1,0,2,1,1,3,5
"2168",6263101,1,2,1959,13,1,1,5,3,7,5,13
"2169",6263102,2,1,1958,14,1,1,7,1,2,3,13
"2170",6263104,4,2,1927,13,1,1,1,3,6,5,13
"2171",6263121,1,2,1929,13,1,1,2,3,6,5,13
"2172",6263611,1,1,1938,13,1,1,5,3,6,5,13
"2173",6264491,1,1,1959,12,1,2,5,1,2,2,12
"2174",6264492,2,2,1963,19,1,2,5,1,1,4,12
"2175",6265501,1,2,1957,9,1,2,3,3,7,5,9
"2176",6265502,2,1,1952,9,1,2,3,1,2,4,9
"2177",6265503,7,1,1977,9,1,2,4,1,2,4,9
"2178",6266411,1,2,1936,8,1,0,3,3,6,5,8
"2179",6266412,7,1,1964,8,1,0,5,1,2,2,8
"2180",6266801,1,1,1941,9,1,0,3,3,6,5,9
"2181",6266881,1,1,1965,NA,1,0,4,1,1,2,9
"2182",6266882,2,2,1970,9,1,0,5,1,1,2,9
"2183",6268511,1,1,1956,19,1,2,8,1,3,3,19
"2184",6268512,2,2,1959,19,1,2,5,1,3,3,19
"2185",6268681,1,2,1946,19,1,2,3,3,6,5,19
"2186",6268682,4,2,1925,19,1,2,1,3,6,5,19
"2187",6268921,1,1,1929,19,1,2,3,3,6,5,19
"2188",6270671,1,1,1933,20,1,0,3,3,6,5,20
"2189",6270672,2,2,1938,20,1,0,3,3,6,5,20
"2190",6270961,1,1,1965,16,1,1,5,1,3,3,3
"2191",6270962,2,2,1964,NA,1,1,4,1,2,4,3
"2192",6273141,1,2,1964,17,1,2,3,1,2,3,17
"2193",6273142,2,1,1967,17,1,2,3,1,1,4,17
